seed=23
gen=1124	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1125	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1126	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1127	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1128	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1129	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1130	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1131	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1132	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1133	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1134	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1135	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1136	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1137	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1138	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1139	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1140	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1141	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1142	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1143	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1144	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1145	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1146	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1147	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1148	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1149	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1150	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1151	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1152	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1153	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1154	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1155	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1156	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1157	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1158	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1159	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1160	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1161	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1162	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1163	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1164	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1165	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1166	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1167	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1168	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1169	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1170	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1171	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1172	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1173	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1174	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1175	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1176	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1177	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1178	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1179	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1180	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1181	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1182	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1183	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1184	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1185	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1186	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1187	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1188	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1189	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1190	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1191	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1192	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1193	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1194	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1195	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1196	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1197	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1198	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1199	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1200	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1201	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1202	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1203	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1204	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1205	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1206	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1207	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1208	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1209	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1210	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1211	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1212	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1213	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1214	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1215	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1216	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1217	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1218	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1219	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1220	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1221	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1222	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1223	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1224	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1225	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1226	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1227	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1228	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1229	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1230	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1231	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1232	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1233	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1234	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1235	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1236	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1237	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1238	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1239	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1240	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1241	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1242	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1243	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1244	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1245	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1246	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1247	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1248	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1249	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1250	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1251	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1252	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1253	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1254	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1255	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1256	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1257	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1258	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1259	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1260	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1261	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1262	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1263	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1264	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1265	fitness=21.718265348685	position=[0.077824, -0.007482, -2.016482, -0.025576, 0.144913, -0.998796, -0.096703, 1.100991, -0.863837, -0.108539]
gen=1266	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1267	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1268	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1269	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1270	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1271	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1272	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1273	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1274	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1275	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1276	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1277	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1278	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1279	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1280	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1281	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1282	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1283	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1284	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1285	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1286	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1287	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1288	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1289	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1290	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1291	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1292	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1293	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1294	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1295	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1296	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
gen=1297	fitness=21.291843125706	position=[0.064074, -0.836045, 0.025940, 0.002347, -0.098434, -0.919593, -0.063295, -0.802105, -0.099424, -0.061205]
